DBA,BORO,CUISINE DESCRIPTION,GRADE,address_full,lat,long,VIOLATION CODE
BISTANGO,MANHATTAN,Italian,Z,415 3 AVENUE 10016.0,40.742598799999996,-73.9801438,5
BISTRO CASSIS,MANHATTAN,French,A,225 COLUMBUS AVE 10023.0,40.776209400000006,-73.97926749999998,3
BISTRO LES AMIS,MANHATTAN,French,A,180 SPRING STREET 10012.0,40.7247163,-74.0026239,2
BK BOWLERS,BROOKLYN,American,A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,1
BK TACO,BROOKLYN,American,A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,3
BLACK BURGER/ POKE BOWL/ 5 BOROUGHS PIZZA,MANHATTAN,American,A,386 CANAL ST 10013.0,40.7213456,-74.00495289999998,2
BLACK FOX COFFEE CO,Missing,Caf̩/Coffee/Tea,A,70 PINE ST 10270.0,40.7065047,-74.00777149999998,2
BLACK TAP,MANHATTAN,American,A,529 BROOME ST 10013.0,40.723828600000004,-74.00427640000001,3
BLAZE 718 JAMAICAN & AMERICAN RESTAURANT,QUEENS,Caribbean,A,10910 GUY R BREWER BLVD 11433.0,40.6946588,-73.7900605,2
BLEND,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,4704 VERNON BOULEVARD 11101.0,40.74536129999999,-73.9533948,4
BLEND SALAD AND JUICE BAR,BROOKLYN,Salads,A,1310 78TH ST 11228.0,40.6183434,-74.0090085,3
BLENHEIM,MANHATTAN,American,A,283 WEST 12 STTREET nan,51.5035374,-0.2191734,3
BLU CAFE,MANHATTAN,Caf̩/Coffee/Tea,A,120 RIVERSIDE BLVD 10069.0,40.77637670000001,-73.9891093,1
BLUE AGAVE,BROOKLYN,Mexican,A,7201 16TH AVE 11204.0,0.0,0.0,3
BLUE BOTTLE COFFEE,MANHATTAN,Caf̩/Coffee/Tea,A,10 E 53RD ST 10022.0,40.7597568,-73.9753786,2
BLUE BOTTLE COFFEE,MANHATTAN,Caf̩/Coffee/Tea,A,279 AMSTERDAM AVE 10023.0,40.779313200000004,-73.9808348,1
BLUE DOOR SOUVLAKIA,BROOKLYN,Greek,A,8413 3RD AVE 11209.0,40.624587,-74.0303455,2
BLUE RIBBON SUSHI BAR,MANHATTAN,Japanese,A,225 LIBERTY ST - SPACE #244 nan,0.0,0.0,2
BLUE RIBBON SUSHI BAR,MANHATTAN,Japanese,A,30 ROCKEFELLER PLZ 10112.0,40.7591205,-73.9795267,3
BLUEMAIZ,MANHATTAN,American,A,606 8TH AVE 10018.0,40.7554318,-73.99072699999998,3
BLUESPOON COFFEE,MANHATTAN,Caf̩/Coffee/Tea,A,76 CHAMBERS STREET 10007.0,40.7143281,-74.0068673,3
BLUESTONE LANE,MANHATTAN,Australian,A,55 GREENWICH AVE 10014.0,40.7358132,-74.00089059999998,3
BLUESTONE LANE COFFEE,MANHATTAN,Caf̩/Coffee/Tea,A,1114 AVENUE OF THE AMERICAS 10036.0,40.75471719999999,-73.98277449999998,1
BLUESTONE LANE COFFEE,MANHATTAN,Caf̩/Coffee/Tea,A,805 THIRD AVENUE 10022.0,40.7554239,-73.97056789999998,2
BO BO KITCHEN CHINESE RESTAURANT,BROOKLYN,Chinese,A,1601 CORTELYOU ROAD 11226.0,40.641932000000004,-73.96342,2
BOB BAR,MANHATTAN,American,A,235 ELDRIDGE STREET 10002.0,40.7224441,-73.98998470000002,3
BOB'S STEAK & CHOP HOUSE,MANHATTAN,American,A,21 EAST   52 STREET 10022.0,40.75938060000001,-73.97491769999998,3
BOB'S YOUR UNCLE,MANHATTAN,Other,A,929 COLUMBUS AVE 10025.0,40.7987746,-73.962823,4
BOBBY VAN'S STEAKHOUSE,MANHATTAN,Steak,Z,25 BROAD STREET 10004.0,40.7060887,-74.0111372,6
BOBWHITE LUNCH AND SUPPER COUNTER,MANHATTAN,Chicken,A,570 LEXINGTON AVE 10022.0,40.7570852,-73.97214919999998,2
BOCADO CAFE,MANHATTAN,American,A,1297 LEXINGTON AVENUE 10128.0,40.7803316,-73.95472779999999,2
BOCCA,MANHATTAN,Italian,A,39 EAST   19 STREET 10003.0,40.738276,-73.9888627,3
BOCCA BLISS,MANHATTAN,American,Z,725 3RD AVE 10017.0,40.752794,-73.972624,6
BODAI VEGETARIAN RESTAURANT,QUEENS,Vegetarian,A,5908 MAIN ST 11355.0,40.74363080000001,-73.82593349999998,3
BOMBAY GRILL,BROOKLYN,Indian,A,8716 3RD AVE 11209.0,40.622369799999994,-74.03176800000001,3
BON BON JUICE BAR & GRILL,MANHATTAN,"Juice, Smoothies, Fruit Salads",Z,334 AUDUBON AVENUE 10033.0,40.8492965,-73.9321197,3
BONCHON,MANHATTAN,Korean,A,267 W 23RD ST 10011.0,40.74516910000001,-73.9978088,2
BONCHON,MANHATTAN,Korean,Z,325 5TH AVE 10016.0,40.7474699,-73.98502890000002,6
BONGO,MANHATTAN,American,A,395 WEST STREET 10014.0,0.0,0.0,2
BONJOUR CREPES & WINE,MANHATTAN,French,A,1442 LEXINGTON AVE 10128.0,40.784546999999996,-73.95205899999998,1
BOOTH THEATER,MANHATTAN,American,A,220 WEST 45 STREET 10036.0,40.75704,-73.9838798,2
BOQUERIA,MANHATTAN,Tapas,A,260 W 40TH ST 10018.0,40.755582000000004,-73.9903374,3
BOTTOMS UP/VODKA SODA,MANHATTAN,American,Z,315 W 46TH ST 10036.0,40.760329999999996,-73.98863100000001,3
BOUCHON BAKERY,MANHATTAN,French,Z,10 COLUMBUS CIRCLE 10019.0,40.7685068,-73.98313490000001,3
BOULE & CHERIE,MANHATTAN,Caf̩/Coffee/Tea,Z,170 AMSTERDAM AVE 10023.0,40.77594089999999,-73.98395570000001,4
BOULEVARD BAGEL CAFE,QUEENS,Bagels/Pretzels,A,3007 ASTORIA BLVD 11102.0,40.7703246,-73.91854090000002,3
BOULUD SUD,MANHATTAN,Mediterranean,A,1900 BROADWAY 10023.0,40.771413700000004,-73.98175079999999,3
BOWL AND BLADE,BROOKLYN,American,Z,169 5TH AVE 11217.0,40.67734979999999,-73.9795328,5
BOWLER LAND,BRONX,American,A,2417 HOLLERS AVENUE 10475.0,40.8860667,-73.8232512,2
BRAND NEW HOT WOK,BROOKLYN,Chinese,A,4912 AVENUE K 11234.0,0.0,0.0,2
BRASSERIE TOAST CAFE,MANHATTAN,American,A,968 AVENUE OF THE AMERICAS 10018.0,40.750676399999996,-73.98675020000002,4
BRAVO KOSHER PIZZA,QUEENS,Jewish/Kosher,A,6926 MAIN ST 11367.0,40.73050629999999,-73.82405539999998,2
BREAD & BUTTER,MANHATTAN,American,A,303 5TH AVE 10016.0,40.7464959,-73.9854677,2
BREAD & BUTTER,MANHATTAN,Delicatessen,Z,25 W 56TH ST 10019.0,40.7630132,-73.97588520000001,4
BREAD & TULIPS,MANHATTAN,Italian,A,365 PARK AVENUE SOUTH 10016.0,40.7421174,-73.984741,2
BRICK OVEN BREAD,BROOKLYN,Bakery,A,109 BRIGHTON   11 STREET 11235.0,40.5799239,-73.9574374,2
BRIGHT STAR CHINESE FOOD,BRONX,Chinese,A,745 EAST GUN HILL ROAD 10467.0,40.87683579999999,-73.86466750000001,3
BRISAS DEL MAR RESTAURANT II,QUEENS,Mexican,A,160 BEACH 116TH ST 11694.0,40.5790235,-73.83657219999998,2
BRISAS DEL MAR SEAFOOD MARKET,MANHATTAN,Seafood,A,1785-1787 LEXINGTON AVENUE 10029.0,40.79515749999999,-73.94390390000001,3
BROADWAY DIVE,MANHATTAN,American,A,2662 BROADWAY 10025.0,40.7979053,-73.9690186,2
BROADWAY RESTAURANT,MANHATTAN,American,A,2664 BROADWAY 10025.0,40.7979746,-73.9690257,2
BROADWAY SNACKS,QUEENS,Chinese,Z,8610 JUSTICE AVE 11373.0,40.7375785,-73.8767836,5
BROOKDALE,MANHATTAN,American,A,455 NORTH END AVENUE 10282.0,40.717566399999995,-74.01446340000001,4
BROOKLYN BANGERS & DOGS,BROOKLYN,Hamburgers,A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,2
BROOKLYN BANGERS & DOGS,BROOKLYN,Hotdogs,A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,2
BROOKLYN BURGER,BROOKLYN,Hamburgers,A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,1
BROOKLYN CAFE 1,BROOKLYN,Caf̩/Coffee/Tea,A,1 BROOKDALE PLZ 11212.0,40.6549132,-73.91269709999999,2
BROOKLYN CUPCAKE,BROOKLYN,Bakery,A,335 UNION AVENUE 11211.0,40.7103843,-73.9512507,3
BROOKLYN HALAL GRILL,BROOKLYN,Middle Eastern,A,1148 LIBERTY AVE 11208.0,40.67858349999999,-73.86677329999998,2
BROOKLYN KAVA,BROOKLYN,Caf̩/Coffee/Tea,A,146 WILSON AVE 11237.0,40.7004286,-73.92557219999998,4
BROOKLYN MOON CAFE,BROOKLYN,Caribbean,Z,745 FULTON STREET 11217.0,40.686667799999995,-73.9748457,5
BROOKS ATKINSON THEATER,MANHATTAN,American,A,256 WEST   47 STREET 10036.0,40.7599428,-73.98691690000001,1
BROOKSIDE MARKET,QUEENS,Caf̩/Coffee/Tea,A,4315 QUEENS BLVD 11104.0,40.7438086,-73.92076589999998,2
BROTHER'S ASIAN CUISINE,BROOKLYN,Asian,A,8621 4TH AVE 11209.0,40.622057500000004,-74.028379,3
BROTHERS RAVIOLI,QUEENS,Italian,Z,16116 CROSSBAY BOULEVARD 11414.0,40.6552173,-73.8393608,5
BROWNSTEIN CATERERS,MANHATTAN,American,A,557 WEST   23 STREET 10011.0,40.74891160000001,-74.0060089,1
BRUNSWICK,BROOKLYN,Caf̩/Coffee/Tea,A,240 PROSPECT PARK W 11215.0,40.6594561,-73.9814648,2
BUBBA'S BISTRO,QUEENS,Creole/Cajun,A,3113 DITMARS BLVD 11105.0,40.7758834,-73.90997,3
BUDDY'S BURRITO & TACO BAR,BROOKLYN,Tex-Mex,Z,260 COURT STREET 11231.0,40.6852794,-73.9947256,3
BUEN AMBIENTE BAR & RESTAURANT,QUEENS,Spanish,A,13862 JAMAICA AVE 11435.0,40.70228839999999,-73.8132333,1
BUFF PATTY RESTAURANT & BAKERY,BROOKLYN,Caribbean,A,376 MYRTLE AVENUE 11205.0,40.693019299999996,-73.97115240000001,2
BUFFALO BOSS,BROOKLYN,Hotdogs,A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,3
BUFFALO WILD WINGS,BROOKLYN,American,A,632 GATEWAY DR 11239.0,40.655351200000005,-73.8681063,2
BUKHARA GRILL,MANHATTAN,Indian,Z,217 EAST   49 STREET 10017.0,40.754969200000005,-73.9703031,7
BURGER HUT,BRONX,American,Z,152112 WESTCHESTER AVENUE nan,40.83083329999999,-73.8700116,5
BURGER KING,BRONX,American,A,4275 WHITE PLAINS RD 10466.0,40.89552279999999,-73.85658570000001,2
BURGER KING,BRONX,Sandwiches,Z,1380 JEROME AVE 10452.0,40.8396028,-73.9176804,3
BURGER KING,BROOKLYN,American,A,971 FLATBUSH AVENUE 11226.0,40.6478831,-73.9579557,2
BURGER KING,MANHATTAN,Sandwiches,A,200 E 125TH ST 10035.0,40.803456,-73.93573649999998,2
BURGER KING,QUEENS,Hamburgers,A,22210 NORTHERN BOULEVARD 11361.0,40.76157070000001,-73.75932309999999,2
BURGER KING,QUEENS,Sandwiches,A,19510 JAMAICA AVE 11423.0,40.7130691,-73.7655516,2
BURRITO LOCO,MANHATTAN,Tex-Mex,A,166 WEST    4 STREET 10014.0,40.7319473,-74.00151650000001,2
BUTLER,BROOKLYN,American,A,95 S 5TH ST 11249.0,40.7117817,-73.96458709999999,2
BUTLER,BROOKLYN,Caf̩/Coffee/Tea,Z,40 WATER ST 11201.0,42.3576883,-71.0568698,4
BUTTERCUP BAKE SHOP,MANHATTAN,Bakery,A,61 E 8TH ST 10003.0,40.731066799999994,-73.99324969999998,1
BUTTERFIELD CATERING,MANHATTAN,American,A,346 EAST   92 STREET 10128.0,40.7807092,-73.9472562,3
BY CHLOE,BROOKLYN,Vegetarian,Z,171 N 3RD ST 11211.0,40.7152143,-73.9593632,5
Bagel Pub,BROOKLYN,American,Z,775 FRANKLIN AVE 11238.0,40.672239700000006,-73.95717499999998,5
Bar B,MANHATTAN,Italian,A,84 7TH AVE 10011.0,40.6749306,-73.9753697,3
Bar at the Garden,MANHATTAN,American,A,4 PENN PLZ 10121.0,40.7505621,-73.99347089999998,0
Bernadette's,QUEENS,American,A,9519 ROCKAWAY BEACH BLVD 11693.0,40.5852085,-73.81787209999999,3
Billboard Lounge,BROOKLYN,"Bottled beverages, including water, sodas, juices, etc.",A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,0
Black Sea Fish & Gr,QUEENS,Turkish,A,9536 QUEENS BLVD 11374.0,40.73012809999999,-73.8635115,3
Brooklyn Roasting Company,MANHATTAN,Caf̩/Coffee/Tea,A,300 MADISON AVE 10017.0,40.75258729999999,-73.97993149999998,2
C & T CUISINE,BROOKLYN,Caribbean,Z,5016 AVENUE D 11203.0,40.6419869,-73.9286685,4
CACHAPA'S BROOKLYN,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,2311 PITKIN AVE 11207.0,40.6733832,-73.8870895,3
CAFE 1853,BRONX,American,A,4513 MANHATTAN COLLEGE PARKWAY 10471.0,40.8897891,-73.9009525,2
CAFE 28,MANHATTAN,American,Z,245 5 AVENUE 10016.0,40.744541299999995,-73.98719840000001,4
CAFE 47,MANHATTAN,American,A,47 W 66TH ST 10023.0,40.773239200000006,-73.98002779999999,2
CAFE 58,BROOKLYN,American,A,169 58 STREET 11220.0,0.0,0.0,3
CAFE ARGENTINO,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,499 GRAND STREET 11211.0,40.71111579999999,-73.9513673,6
CAFE BILBOQUET,MANHATTAN,French,A,26 E 60TH ST 10022.0,40.7637733,-73.97042579999999,3
CAFE BUUNNI,MANHATTAN,Caf̩/Coffee/Tea,A,213 PINEHURST AVENUE 10033.0,40.855234,-73.93764279999998,1
CAFE COLOMBIA,QUEENS,Bakery,A,4627 GREENPOINT AVE 11104.0,40.742653999999995,-73.918094,2
CAFE ERZULIE,BROOKLYN,Caf̩/Coffee/Tea,Z,894 BROADWAY 11206.0,40.6978782,-73.93720079999999,4
CAFE GITANE,BROOKLYN,Caf̩/Coffee/Tea,A,70 HUDSON AVE 11201.0,40.70282520000001,-73.9812812,2
CAFE GOURMAND,STATEN ISLAND,Eastern European,A,548 LINCOLN AVENUE 10306.0,40.571984,-74.0951588,4
CAFE K-2,QUEENS,Pakistani,A,7319 37 ROAD 11372.0,40.7473263,-73.89180390000001,2
CAFE LA NOTTE,BROOKLYN,Caf̩/Coffee/Tea,A,2023 STILLWELL AVENUE 11223.0,40.5973502,-73.98501089999998,2
CAFE LATTE,STATEN ISLAND,Mediterranean,A,309 CROMWELL AVENUE 10305.0,40.5879809,-74.09140759999998,2
CAFE LUNA,STATEN ISLAND,Italian,A,1300 HYLAN BOULEVARD 10305.0,40.5966368,-74.0850406,2
CAFE M,QUEENS,Caf̩/Coffee/Tea,Z,709 SENECA AVE 11385.0,40.7027383,-73.9071739,4
CAFE MADELINE,BROOKLYN,Caf̩/Coffee/Tea,A,1603 CORTELYOU ROAD 11226.0,40.6418916,-73.9633396,2
CAFE MARGOT PATISSERIE,MANHATTAN,Bakery,A,2109 BROADWAY 10023.0,40.780195500000005,-73.9822322,1
CAFE MORNING OF NY,QUEENS,Caf̩/Coffee/Tea,A,15814 NORTHERN BLVD 11358.0,40.7629299,-73.80674020000001,3
CAFE OLIVIERO,MANHATTAN,American,Z,850 7 AVENUE 10019.0,40.7640104,-73.9813028,8
CAFE ON 5TH/STERLING AFFAIR,MANHATTAN,American,A,1216 5 AVENUE 10029.0,40.7918853,-73.95258050000001,3
CAFE VIA ESPRESSO,QUEENS,Caf̩/Coffee/Tea,Z,2409 STEINWAY STREET 11103.0,40.7686846,-73.91084839999998,4
CAFE Y ALGO MAS,QUEENS,Bakery,A,9813 ASTORIA BOULEVARD 11369.0,40.7624907,-73.87085019999998,2
CAFE/ 911 MUSEUM,MANHATTAN,Caf̩/Coffee/Tea,A,180 GREENWICH ST 10007.0,40.711414700000006,-74.0124786,2
CAFFE BENE,MANHATTAN,Caf̩/Coffee/Tea,Z,208 AVENUE A 10009.0,40.7295035,-73.9806843,3
CAFFEE EXPRESS,QUEENS,Caf̩/Coffee/Tea,A,2551 STEINWAY STREET 11103.0,40.76656990000001,-73.9124892,3
CAFFEINE,MANHATTAN,Caf̩/Coffee/Tea,A,2124 FREDERICK DOUGLASS BLVD 10026.0,40.803437200000005,-73.95575149999998,3
CAFFEINE UNDERGROUND,BROOKLYN,Caf̩/Coffee/Tea,Z,447 CENTRAL AVE 11221.0,40.6922073,-73.9145113,3
CAKE BOI,BROOKLYN,Bakery,A,627 THROOP AVE 11216.0,40.6803777,-73.9402573,1
CALACA OF BK,BROOKLYN,Mexican,A,139 PUTNAM AVE 11238.0,40.683406,-73.95662399999998,4
CALI AJI CON SABOR RESTAURANT,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,9815 ASTORIA BOULEVARD 11369.0,40.762473,-73.8707651,5
CALYER CAFE & KITCHEN,BROOKLYN,Sandwiches/Salads/Mixed Buffet,A,519 MYRTLE AVE 11205.0,40.693908,-73.96395600000001,3
CAMPANIA COAL FIRED PIZZA,BROOKLYN,Italian,A,9824 4 AVE 11209.0,40.6136256,-74.03334009999998,1
CANARSIE COFFEE,BROOKLYN,Delicatessen,A,1430 ROCKAWAY PKWY 11236.0,40.645146600000004,-73.9025006,3
CANTINE,BROOKLYN,American,Z,126 UNION ST 11231.0,0.0,0.0,3
CAPIZZI,STATEN ISLAND,Italian,A,4126 HYLAN BOULEVARD 10308.0,40.53889229999999,-74.14833320000001,3
CAPPONE'S,MANHATTAN,Italian,Z,75 9th AVE 10011.0,40.742450899999994,-74.00595809999999,5
CAPTAIN FRIED CHICKEN,MANHATTAN,Chicken,A,39 MADISON ST 10038.0,40.712032,-73.9986198,2
CAPYBARA,QUEENS,Mexican,Z,853 WYCKOFF AVE 11385.0,40.69779080000001,-73.90775459999998,10
CARA MIA,QUEENS,Italian,A,22020 HILLSIDE AVENUE 11427.0,40.730399,-73.74301640000002,2
CARAVAN CHICKEN,QUEENS,Chicken,Z,3501 BROADWAY 11106.0,40.76061199999999,-73.921888,1
CARIBBEAN CABANA RESTAURANT & LOUNGE,QUEENS,Caribbean,Z,11602 JAMAICA AVENUE 11418.0,40.699137799999995,-73.8332573,4
CARIBE RESTAURANT,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,1762 CROSBY AVE 10461.0,40.8467219,-73.83178640000001,2
CARIDAD RESTAURANT,BRONX,Spanish,Z,1594 WESTCHESTER AVE 10472.0,40.828955799999996,-73.8756355,7
CARIDAD RESTAURANT,MANHATTAN,Spanish,Z,554 WEST  181 STREET 10033.0,40.8487565,-73.932974,9
CARIDAD RESTAURANT,QUEENS,Spanish,Z,9019 JAMAICA AVE 11421.0,40.693215,-73.85396690000002,4
CARMINE'S,MANHATTAN,Italian,A,200 WEST   44 STREET 10036.0,40.757498,-73.986654,2
CARNIVAL PALACE,QUEENS,Chinese,A,9209 JAMAICA AVE 11421.0,40.693570799999996,-73.8529369,4
CAROL'S BUN,MANHATTAN,Chinese,Z,139 EAST BROADWAY 10002.0,40.7137736,-73.9915089,7
CARVEL,BROOKLYN,"Ice Cream, Gelato, Yogurt, Ices",A,2166 BATH AVE 11214.0,40.598619299999996,-73.99777379999998,2
CARVEL # 102224,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",A,6921 GRAND AVE 11378.0,40.726455200000004,-73.894865,2
CARVEL ICE CREAM,BRONX,"Ice Cream, Gelato, Yogurt, Ices",A,560 MORRIS AVENUE 10451.0,40.8178039,-73.9223651,2
CARVEL ICE CREAM,BROOKLYN,"Ice Cream, Gelato, Yogurt, Ices",A,3594 NOSTRAND AVENUE 11229.0,40.596362400000004,-73.94141259999998,2
CARVEL ICE CREAM,BROOKLYN,"Ice Cream, Gelato, Yogurt, Ices",A,6924 5 AVENUE 11209.0,40.6329941,-74.02141689999998,1
CARVEL ICE CREAM,STATEN ISLAND,"Ice Cream, Gelato, Yogurt, Ices",A,762 MANOR RD 10314.0,40.6087137,-74.1217807,4
CASA ASIA,QUEENS,Chinese/Japanese,A,14945 14 AVENUE 11357.0,40.789015899999995,-73.81459,2
CASA GALICIA,QUEENS,Spanish,A,3709 31ST AVE 11103.0,40.76207470000001,-73.91822370000001,3
CASA NONNA PIZZA CONCESSION,MANHATTAN,American,A,4 PENN PLZ 10121.0,40.7505621,-73.99347089999998,0
CASA VERDE,STATEN ISLAND,Pizza/Italian,A,3471 RICHMOND ROAD 10306.0,40.573235,-74.13670400000001,2
CASABLANCA RESTAURANT,STATEN ISLAND,Spanish,A,155 LAFAYETTE AVE 10301.0,40.6877732,-73.97137959999999,3
CASCADE CAFE,MANHATTAN,Caf̩/Coffee/Tea,A,900 8 AVENUE 10019.0,40.7645097,-73.9841752,3
CASSIANO'S PIZZA,MANHATTAN,Pizza,Z,930 3 AVENUE 10022.0,40.7595501,-73.9682991,5
CASTILLO DE JAGUA 3,BROOKLYN,Spanish,A,721 4 AVENUE 11232.0,40.6611815,-73.99700370000001,2
CATCH 22,BROOKLYN,American,A,7221 3 AVENUE 11209.0,40.632866,-74.0268679,2
CATFISH,BROOKLYN,Cajun,A,1433 BEDFORD AVENUE 11216.0,40.6741265,-73.9535933,3
CATHERINE BAKERY,QUEENS,Caf̩/Coffee/Tea,A,2007 127TH ST 11356.0,40.781504999999996,-73.8408955,2
CAVALERI PIZZA & PASTA,QUEENS,Italian,A,4127 162ND ST 11358.0,40.7606066,-73.8037556,2
CENTRAL PARK TENNIS SNACK BAR,MANHATTAN,Caf̩/Coffee/Tea,A,0 WEST 96 STREET nan,40.7932251,-73.96837359999998,3
CENTRE PIZZA,QUEENS,Italian,A,25425 HORACE HARDING EXPRESS nan,40.764539,-73.7262944,2
CEVABDZINICA SARAJEVO,QUEENS,Eastern European,A,3718 34 AVENUE 11101.0,40.754351899999996,-73.87946070000001,4
CHALAIT,MANHATTAN,Caf̩/Coffee/Tea,A,75 9TH AVE 10011.0,40.742450899999994,-74.00595809999999,4
CHAMPION COFFEE,BROOKLYN,Caf̩/Coffee/Tea,A,1107 MANHATTAN AVE 11222.0,40.73631029999999,-73.9554785,2
CHAMPION PIZZA ESSEX,MANHATTAN,Pizza,A,123 ESSEX ST 10002.0,40.68160109999999,-73.8829552,1
CHANG YU RESTAURANT,BROOKLYN,Chinese,A,334 CENTRAL AVENUE 11221.0,0.0,0.0,2
CHARLOTTE PATISSERIE,BROOKLYN,Caf̩/Coffee/Tea,A,596 MANHATTAN AVENUE 11222.0,40.72309420000001,-73.95023690000001,1
CHARO RESTAURANT,QUEENS,Spanish,Z,10201 37TH AVE 11368.0,40.753142700000005,-73.86533,4
CHEAP SHOTS SPORTS BAR  and  LOUNGE,QUEENS,American,A,14905 UNION TURNPIKE 11367.0,40.71884379999999,-73.8136473,3
CHELA & GARNACHA,QUEENS,Mexican,A,3309 36TH AVE 11106.0,40.755787,-73.92768110000002,1
CHELSEA CREAMLINE,MANHATTAN,American,Z,75 9th AVE 10011.0,40.742450899999994,-74.00595809999999,5
CHELSEA PLAYGROUND,STATEN ISLAND,American,A,380 CHELSEA ROAD 10314.0,40.6094398,-74.1883532,2
CHEN DU TIAN FU,QUEENS,Chinese,Z,4128 MAIN STREET 11355.0,40.7571727,-73.8293161,6
CHEN WON DIM SUM & BAKERY,BROOKLYN,Chinese,Z,2480 86 STREET 11214.0,41.491131700000004,-81.6275153,4
CHEN XIN LUNG CHINESE RESTAURANT,BRONX,Chinese,A,3828B DYRE AVE 10466.0,40.88879910000001,-73.83114959999999,3
CHENS GARDEN,BROOKLYN,Chinese,A,11046 FLATLANDS AVE 11207.0,40.6493236,-73.88929510000001,1
CHEZ ALEX,BROOKLYN,Caf̩/Coffee/Tea,Z,72 RALPH AVE 11221.0,40.6876305,-73.9238003,6
CHEZ JOSEPHINE,MANHATTAN,French,Z,414 W 42ND ST 10036.0,40.758640500000006,-73.99349840000001,4
CHICAGO'S PIZZA WITH A TWIST,QUEENS,Pizza,Z,25907 HILLSIDE AVE 11004.0,40.737446500000004,-73.7089881,4
CHICANITO,BRONX,Mexican,A,435 EAST  153 STREET 10455.0,41.454849100000004,-81.57429570000001,2
CHICK IN,QUEENS,Chicken,A,23316 HILLSIDE AVE 11427.0,40.73325030000001,-73.7363262,3
CHICKEN & FRIES,MANHATTAN,American,A,4 PENN PLZ 10121.0,40.7505621,-73.99347089999998,0
CHICKEN SHACK,QUEENS,Chicken,Z,3619 BROADWAY 11106.0,40.7599028,-73.9206198,8
"CHICKPEA, RED MANGO",MANHATTAN,Mediterranean,A,1413 MADISON AVENUE 10029.0,40.788369,-73.95315699999998,2
CHIKALICIOUS DESSERT BAR,MANHATTAN,Other,A,203 EAST   10 STREET 10003.0,40.7296474,-73.986201,3
CHILI'S GRILL & BAR,QUEENS,American,B,8016 COOPER AVENUE 11385.0,40.709245700000004,-73.86945240000001,3
CHIN GU NAE,QUEENS,Korean,A,4003 149TH PL 11354.0,40.763341700000005,-73.81501429999999,3
CHINA DRAGON,BROOKLYN,Chinese,A,4320 18TH AVE 11218.0,40.6312079,-73.9766094,2
CHINA GARDEN,QUEENS,Chinese,A,3920 47 AVENUE 11104.0,0.0,0.0,4
CHINA GOURMET,MANHATTAN,Chinese,A,877 8TH AVE 10019.0,40.7639193,-73.9852801,3
CHINA KING,MANHATTAN,Chinese,A,2026 LEXINGTON AVENUE 10035.0,40.803293100000005,-73.938485,3
CHINA KING EXPRESS,QUEENS,Chinese,Z,14613 ARCHER AVENUE 11435.0,40.700694399999996,-73.8082247,4
CHINA KING RESTAURANT,BROOKLYN,Chinese,A,6805 NEW UTRECHT AVE 11219.0,40.62095770000001,-73.9982225,3
CHINA MOON,MANHATTAN,Chinese,A,7 EAST 47 STREET 10017.0,40.756563,-73.977761,3
CHINA ONE RESTAURANT,BRONX,Chinese,A,334 E GUN HILL RD 10467.0,40.8784789,-73.87330820000001,2
CHINA PAGODA,BROOKLYN,Chinese,A,6918 5 AVENUE 11209.0,40.6331245,-74.0213136,3
CHINA STAR,BROOKLYN,Chinese,Z,1370 PENNSYLVANIA AVE 11239.0,40.64657879999999,-73.883472,5
CHINA WOK,MANHATTAN,Chinese,A,454A LENOX AVENUE 10037.0,40.8124894,-73.94156319999998,3
CHINA WOK III,BRONX,Chinese,A,2459 WEBSTER AVE 10458.0,40.8602166,-73.89319429999998,2
CHIP LIC,QUEENS,Caf̩/Coffee/Tea,A,4215 CRESCENT ST 11101.0,40.7501277,-73.9407123,1
CHIPOTLE MEXICAN GRILL,MANHATTAN,Mexican,A,101 FULTON STREET 10038.0,40.709857299999996,-74.00638559999999,3
CHIPOTLE MEXICAN GRILL,MANHATTAN,Mexican,A,274 MADISON AVENUE 10016.0,40.751510700000004,-73.980845,3
CHIPTOLE MEXICAN GRILL #3044,QUEENS,Mexican,A,16010 CROSSBAY BLVD 11414.0,40.6569184,-73.83970169999998,2
CHIU HONG BAKERY,MANHATTAN,Bakery,A,161 MOTT STREET 10013.0,40.719646000000004,-73.9965239,1
CHO-SEN GARDEN,QUEENS,Jewish/Kosher,A,6443 108 STREET 11375.0,40.7319586,-73.84872929999999,2
